Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression_Registration,Chrome 67.0.3396.99,,2018-07-29 19:03:10,2018-07-29 19:03:55,44.549s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_Email_is_Invalid,Chrome 67.0.3396.99,,2018-07-29 19:03:10,2018-07-29 19:03:24,13.816s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-29 19:03:11,2018-07-29 19:03:23,12.865s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:23,2018-07-29 19:03:24,0.446s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:24,2018-07-29 19:03:24,0.167s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:24,2018-07-29 19:03:24,0.055s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:24,2018-07-29 19:03:24,0.041s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_MaximumChar_Email,Chrome 67.0.3396.99,,2018-07-29 19:03:24,2018-07-29 19:03:25,0.884s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:24,2018-07-29 19:03:24,0.055s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:24,2018-07-29 19:03:25,0.652s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:25,2018-07-29 19:03:25,0.031s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:25,2018-07-29 19:03:25,0.026s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_MinimumChar_KN,Chrome 67.0.3396.99,,2018-07-29 19:03:25,2018-07-29 19:03:26,0.611s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:25,2018-07-29 19:03:25,0.072s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:25,2018-07-29 19:03:25,0.148s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:25,2018-07-29 19:03:25,0.080s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:25,2018-07-29 19:03:26,0.129s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.035s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_MaximumChar_KN,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.516s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.026s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.346s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.024s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.024s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_NumericValue_KN,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.280s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.030s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.118s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.023s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:26,0.029s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_EmailisNotAllowed_KN,Chrome 67.0.3396.99,,2018-07-29 19:03:26,2018-07-29 19:03:27,0.312s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.024s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.165s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.024s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.023s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_MaximumChar_FirstName,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.629s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.025s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.118s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.322s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.034s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:27,0.045s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_MaximumChar_LastName,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:28,0.920s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:27,2018-07-29 19:03:28,0.048s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:28,2018-07-29 19:03:28,0.163s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:28,2018-07-29 19:03:28,0.551s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:28,2018-07-29 19:03:28,0.026s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:28,2018-07-29 19:03:28,0.028s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_MinimumChar_Password,Chrome 67.0.3396.99,,2018-07-29 19:03:28,2018-07-29 19:03:29,0.552s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:28,2018-07-29 19:03:28,0.036s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:28,2018-07-29 19:03:29,0.108s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:29,0.225s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:29,0.031s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:29,0.033s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_MaximumChar_Password,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:29,0.485s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:29,0.032s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:29,0.315s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:29,0.031s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:29,0.026s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_Email_isRegistered,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:30,1.067s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:29,0.040s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:29,2018-07-29 19:03:30,0.122s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:30,2018-07-29 19:03:30,0.035s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:30,2018-07-29 19:03:30,0.167s,PASSED
submit,Chrome 67.0.3396.99,,2018-07-29 19:03:30,2018-07-29 19:03:30,0.047s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:30,2018-07-29 19:03:30,0.532s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:30,2018-07-29 19:03:30,0.033s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_KN_isRegistered,Chrome 67.0.3396.99,,2018-07-29 19:03:30,2018-07-29 19:03:31,0.649s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.029s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.217s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.031s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.227s,PASSED
submit,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.029s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.013s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.021s,PASSED
,,,,,,
Test Cases/TC001_RegistrationEmail/Verify_Successful_Registration,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:32,1.141s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.097s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.147s,PASSED
submit,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:31,0.030s,PASSED
closeBrowser,Chrome 67.0.3396.99,,2018-07-29 19:03:31,2018-07-29 19:03:32,0.797s,PASSED
,,,,,,
Test Cases/TC002_Login/Verify_UnverifiedEmailAddress,Chrome 67.0.3396.99,,2018-07-29 19:03:32,2018-07-29 19:03:45,13.040s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-29 19:03:32,2018-07-29 19:03:44,11.360s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:44,2018-07-29 19:03:44,0.215s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:44,2018-07-29 19:03:44,0.136s,PASSED
submit,Chrome 67.0.3396.99,,2018-07-29 19:03:44,2018-07-29 19:03:44,0.063s,PASSED
click,Chrome 67.0.3396.99,,2018-07-29 19:03:44,2018-07-29 19:03:45,1.152s,PASSED
,,,,,,
Test Cases/TC002_Login/Verify_Email_isIncorrect,Chrome 67.0.3396.99,,2018-07-29 19:03:45,2018-07-29 19:03:46,1.125s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:45,2018-07-29 19:03:46,0.183s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-29 19:03:46,2018-07-29 19:03:46,0.254s,PASSED
submit,Chrome 67.0.3396.99,,2018-07-29 19:03:46,2018-07-29 19:03:46,0.046s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:46,2018-07-29 19:03:46,0.538s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:46,2018-07-29 19:03:46,0.033s,PASSED
,,,,,,
Test Cases/TC002_Login/Verify_ForgotKapamilyaName,Chrome 67.0.3396.99,,2018-07-29 19:03:46,2018-07-29 19:03:53,6.239s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:46,2018-07-29 19:03:47,0.038s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:47,2018-07-29 19:03:47,0.030s,PASSED
click,Chrome 67.0.3396.99,,2018-07-29 19:03:47,2018-07-29 19:03:47,0.092s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-29 19:03:47,2018-07-29 19:03:47,0.035s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-29 19:03:47,2018-07-29 19:03:51,4.277s,PASSED
setText,Chrome 67.0.3396.99,Account does not exist,2018-07-29 19:03:51,2018-07-29 19:03:51,0.206s,PASSED
submit,Chrome 67.0.3396.99,,2018-07-29 19:03:51,2018-07-29 19:03:51,0.047s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:51,2018-07-29 19:03:52,1.065s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:52,2018-07-29 19:03:52,0.057s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:52,2018-07-29 19:03:52,0.028s,PASSED
setText,Chrome 67.0.3396.99,Email is incorrect,2018-07-29 19:03:52,2018-07-29 19:03:52,0.065s,PASSED
submit,Chrome 67.0.3396.99,,2018-07-29 19:03:52,2018-07-29 19:03:52,0.027s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:52,2018-07-29 19:03:52,0.022s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:52,2018-07-29 19:03:52,0.028s,PASSED
click,Chrome 67.0.3396.99,,2018-07-29 19:03:52,2018-07-29 19:03:53,0.147s,PASSED
,,,,,,
Test Cases/TC002_Login/Verify_ForgotPassword,Chrome 67.0.3396.99,,2018-07-29 19:03:53,2018-07-29 19:03:54,1.067s,PASSED
click,Chrome 67.0.3396.99,,2018-07-29 19:03:53,2018-07-29 19:03:53,0.101s,PASSED
setText,Chrome 67.0.3396.99,Account does not exist,2018-07-29 19:03:53,2018-07-29 19:03:53,0.140s,PASSED
submit,Chrome 67.0.3396.99,,2018-07-29 19:03:53,2018-07-29 19:03:53,0.039s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:53,2018-07-29 19:03:54,0.525s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:54,2018-07-29 19:03:54,0.036s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-29 19:03:54,2018-07-29 19:03:54,0.026s,PASSED
setText,Chrome 67.0.3396.99,Invalid account entered,2018-07-29 19:03:54,2018-07-29 19:03:54,0.078s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-29 19:03:54,2018-07-29 19:03:54,0.013s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-29 19:03:54,2018-07-29 19:03:54,0.030s,PASSED
